	0	1	2	3	4	5	6
376	377	Алкиновый амидит, 5'-терминальный	INIT_BASE_CODE_OLIGO_LAB_0000133	0.1	2024-09-05	16:20:27	1848570232
377	378	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-06	11:20:41	1848570232
378	379	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000058	5.0	2024-09-06	13:03:03	1783121115
379	380	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-06	13:57:18	1783121115
380	381	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.5	2024-09-09	15:23:32	1848570232
381	382	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.5	2024-09-09	15:23:32	1848570232
382	383	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.5	2024-09-09	15:23:32	1848570232
383	384	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.5	2024-09-09	15:23:32	1848570232
384	385	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.1	2024-09-09	15:23:32	1848570232
385	386	PR2-005 2`-O-4`-C-Locked-G(dmf) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000125	0.1	2024-09-09	15:23:32	1848570232
386	387	PR3-009 2`-O-4`-C-Locked-5-Me-C(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000126	0.1	2024-09-09	15:23:32	1848570232
387	388	PR4-001. 2`-O-4`-C-Locked-T Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000127	0.1	2024-09-09	15:23:32	1848570232
388	389	HEX Dye Amidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000128	0.1	2024-09-09	15:23:32	1848570232
389	390	Алкиновый амидит, 5'-терминальный	INIT_BASE_CODE_OLIGO_LAB_0000133	0.1	2024-09-09	15:23:32	1848570232
390	391	фильтры на шприцы 2 мл	INIT_BASE_CODE_OLIGO_LAB_0000042	1.0	2024-09-13	10:18:55	1859529109
391	392	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-17	09:33:57	1783121115
392	393	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.2	2024-09-17	09:35:01	1848570232
393	394	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.2	2024-09-17	09:35:01	1848570232
394	395	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.1	2024-09-17	09:35:01	1848570232
395	396	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.2	2024-09-17	09:35:01	1848570232
396	397	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-09-17	09:36:05	1783121115
397	398	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.0	2024-09-17	13:28:00	1848570232
398	399	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.0	2024-09-17	13:28:00	1848570232
399	400	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.0	2024-09-17	13:28:00	1848570232
400	401	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-09-17	13:28:00	1848570232
401	402	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-09-17	13:34:19	1783121115
402	403	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-19	10:50:40	1859529109
403	404	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	6.0	2024-09-19	11:18:02	1848570232
404	405	Флаконы ПЭТ 10 мл темные	INIT_BASE_CODE_OLIGO_LAB_0000114	4.0	2024-09-30	09:20:55	1783121115
405	406	Крышки для ПЭТ флаконом 10 мл черные	INIT_BASE_CODE_OLIGO_LAB_0000117	4.0	2024-09-30	09:21:25	1783121115
406	407	штативы для пробирок	INIT_BASE_CODE_OLIGO_LAB_0000068	1.0	2024-09-30	09:28:50	1783121115
407	408	штативы для пробирок	INIT_BASE_CODE_OLIGO_LAB_0000068	1.0	2024-09-30	09:29:03	1783121115
408	409	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-30	11:22:47	1783121115
409	410	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-09-30	11:28:44	1783121115
410	411	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-30	11:39:43	1783121115
411	412	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-09-30	11:41:55	1783121115
412	413	пробирки винтовые-1.5 мл с юбкой	INIT_BASE_CODE_OLIGO_LAB_0000035	1.0	2024-10-01	09:45:56	1783121115
413	414	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-10-01	11:37:43	1859529109
414	415	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-10-01	12:38:54	1848570232
415	416	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-10-03	10:10:34	1859529109
416	417	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-10-03	12:54:22	1848570232
417	418	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000058	4.0	2024-10-03	15:21:25	1859529109
418	419	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-10-07	13:31:32	1859529109
419	420	триэтиламин (промтрейдснаб)	INIT_BASE_CODE_OLIGO_LAB_0000118	1.0	2024-10-08	10:37:11	1859529109
420	421	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-10-08	13:40:03	1848570232
421	422	Виалы для LCMS темные	INIT_BASE_CODE_OLIGO_LAB_0000034	1.0	2024-10-09	11:51:11	1859529109
422	423	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-10-09	11:51:46	1859529109
423	424	Фильтр колонны FS001-1	INIT_BASE_CODE_OLIGO_LAB_0000089	2.0	2024-10-11	10:22:15	1783121115
424	425	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-10-15	09:28:56	1783121115
425	426	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	2.0	2024-10-15	09:51:41	1783121115
426	427	крышки для виалы LCMS	INIT_BASE_CODE_OLIGO_LAB_0000062	1.0	2024-10-15	10:06:31	1859529109
427	428	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-10-15	11:18:02	1848570232
428	429	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-10-15	11:18:51	1859529109
429	430	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	1.0	2024-10-15	14:16:14	1783121115
430	431	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-10-16	10:22:31	1859529109
431	432	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-10-22	10:16:15	1859529109
432	433	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-10-22	11:14:16	1859529109
433	434	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-10-22	14:46:15	1848570232
434	435	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000058	3.0	2024-10-22	14:46:46	1848570232
435	436	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-10-24	10:44:02	1848570232
436	437	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-11-05	14:25:22	1783121115
437	438	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-11-05	14:32:40	1783121115
438	439	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-11-06	09:24:25	1783121115
439	440	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-11-06	10:55:34	1783121115
440	441	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	3.0	2024-11-07	09:31:05	1848570232
441	442	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-11-07	09:36:14	1848570232
442	443	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-11-07	09:40:47	1848570232
443	444	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-11-07	13:31:27	1848570232
444	445	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-11-07	15:52:44	1859529109
445	446	Виалы для LCMS темные	INIT_BASE_CODE_OLIGO_LAB_0000034	1.0	2024-11-07	15:53:11	1859529109
446	447	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-11-08	09:13:07	1848570232
447	448	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-11-08	12:37:39	1859529109
448	449	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-11-08	14:25:06	1848570232
449	450	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-11-11	13:55:33	1848570232
450	451	Наконечник 1250ul удлиненные в штативе	INIT_BASE_CODE_OLIGO_LAB_0000146	1.0	2024-11-18	11:08:30	1783121115
451	452	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-11-18	12:03:48	1859529109
452	453	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-11-19	15:11:47	1848570232
453	454	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-11-19	16:53:24	1848570232
454	455	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-11-19	16:59:27	1848570232
455	456	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-11-20	12:02:14	1859529109
456	457	активатор BTT	INIT_BASE_CODE_OLIGO_LAB_0000030	1.0	2024-11-20	12:54:33	1848570232
457	458	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-11-20	15:46:26	1848570232
458	459	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	1.0	2024-11-21	12:51:48	1859529109
459	460	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-11-21	14:38:32	1848570232
460	461	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-11-21	14:58:12	1783121115
461	462	пробирки винтовые-1.5 мл с юбкой	INIT_BASE_CODE_OLIGO_LAB_0000035	1.0	2024-11-21	14:58:56	1783121115
462	463	активатор BTT	INIT_BASE_CODE_OLIGO_LAB_0000030	1.0	2024-11-22	10:07:49	1783121115
463	464	активатор BTT	INIT_BASE_CODE_OLIGO_LAB_0000030	4.0	2024-11-22	10:08:28	1783121115
464	465	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-11-22	12:10:40	1848570232
465	466	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-11-22	12:17:53	1783121115
466	467	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-11-25	12:45:16	1859529109
467	468	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-11-26	10:16:50	1859529109
468	469	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-11-27	12:04:33	1848570232
469	470	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-11-27	12:04:50	1848570232
470	471	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-12-03	11:30:56	1859529109
471	472	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-12-03	11:31:40	1859529109
472	473	наконечники 1000 мкл Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000063	1.0	2024-12-03	14:53:56	1783121115
473	474	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-12-03	16:41:53	1848570232
474	475	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-12-04	12:45:31	1848570232
475	476	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-12-06	10:42:46	1783121115
476	477	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-12-06	11:46:39	1859529109
477	478	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-12-06	11:59:14	1848570232
478	479	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	1.0	2024-12-10	10:02:00	1783121115
479	480	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-12-11	14:08:10	1783121115
480	481	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-12-12	14:06:52	1848570232
481	482	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-12-16	10:34:51	1783121115
482	483	Наконечники Omnitip 1200	INIT_BASE_CODE_OLIGO_LAB_0000160	1.0	2024-12-18	10:09:00	1783121115
483	484	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-12-20	11:08:07	1848570232
484	485	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-12-23	13:58:34	1848570232
485	486	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-12-26	10:31:02	1848570232
486	487	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	0.0	2025-01-09	22:54:41	1848570232
487	488	Ацетонитрил. Extra Dry	INIT_BASE_CODE_OLIGO_LAB_0000002	0.0	2025-01-09	22:54:41	1848570232
488	489	Метанол. ВЭЖХ	INIT_BASE_CODE_OLIGO_LAB_0000003	0.0	2025-01-09	22:54:41	1848570232
489	490	Пиридин. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000004	0.0	2025-01-09	22:54:41	1848570232
490	491	Уксусная кислота. ледяная	INIT_BASE_CODE_OLIGO_LAB_0000005	0.0	2025-01-09	22:54:41	1848570232
491	492	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	0.0	2025-01-09	22:54:41	1848570232
492	493	дихлорусная кислота	INIT_BASE_CODE_OLIGO_LAB_0000008	0.0	2025-01-09	22:54:41	1848570232
493	494	дихлоруксная кислота	INIT_BASE_CODE_OLIGO_LAB_0000009	0.0	2025-01-09	22:54:41	1848570232
494	495	н-метилимидазол	INIT_BASE_CODE_OLIGO_LAB_0000010	0.0	2025-01-09	22:54:41	1848570232
495	496	йод кристаллический	INIT_BASE_CODE_OLIGO_LAB_0000011	0.0	2025-01-09	22:54:41	1848570232
496	497	хлорид кальция	INIT_BASE_CODE_OLIGO_LAB_0000012	0.0	2025-01-09	22:54:41	1848570232
497	498	карбонат калия	INIT_BASE_CODE_OLIGO_LAB_0000013	0.0	2025-01-09	22:54:41	1848570232
498	499	имидазол	INIT_BASE_CODE_OLIGO_LAB_0000014	0.0	2025-01-09	22:54:41	1848570232
499	500	пятирокись фосфора	INIT_BASE_CODE_OLIGO_LAB_0000015	0.0	2025-01-09	22:54:41	1848570232
500	501	гидроксид натрия	INIT_BASE_CODE_OLIGO_LAB_0000016	0.0	2025-01-09	22:54:41	1848570232
501	502	хлорид натрия	INIT_BASE_CODE_OLIGO_LAB_0000017	0.0	2025-01-09	22:54:41	1848570232
502	503	пропионовый ангидрид	INIT_BASE_CODE_OLIGO_LAB_0000018	0.0	2025-01-09	22:54:41	1848570232
503	504	ацетат натрия	INIT_BASE_CODE_OLIGO_LAB_0000019	0.0	2025-01-09	22:54:41	1848570232
504	505	аскорбиновая кислота	INIT_BASE_CODE_OLIGO_LAB_0000020	0.0	2025-01-09	22:54:41	1848570232
505	506	цеолит 3А	INIT_BASE_CODE_OLIGO_LAB_0000021	0.0	2025-01-09	22:54:41	1848570232
506	507	додецилсульфат натрия	INIT_BASE_CODE_OLIGO_LAB_0000022	0.0	2025-01-09	22:54:41	1848570232
507	508	перхлорат лития	INIT_BASE_CODE_OLIGO_LAB_0000023	0.0	2025-01-09	22:54:41	1848570232
508	509	перхлорат натрия	INIT_BASE_CODE_OLIGO_LAB_0000024	0.0	2025-01-09	22:54:41	1848570232
509	510	азид натрия	INIT_BASE_CODE_OLIGO_LAB_0000025	0.0	2025-01-09	22:54:41	1848570232
510	511	аммиак 30%	INIT_BASE_CODE_OLIGO_LAB_0000026	0.0	2025-01-09	22:54:41	1848570232
511	512	гексафторизопропанол	INIT_BASE_CODE_OLIGO_LAB_0000027	0.0	2025-01-09	22:54:41	1848570232
512	513	ТХУ	INIT_BASE_CODE_OLIGO_LAB_0000028	0.0	2025-01-09	22:54:41	1848570232
513	514	ТХУ	INIT_BASE_CODE_OLIGO_LAB_0000029	0.0	2025-01-09	22:54:41	1848570232
514	515	активатор BTT	INIT_BASE_CODE_OLIGO_LAB_0000030	0.0	2025-01-09	22:54:41	1848570232
515	516	активатор DCI	INIT_BASE_CODE_OLIGO_LAB_0000031	0.0	2025-01-09	22:54:41	1848570232
516	517	tert-Butylamine	INIT_BASE_CODE_OLIGO_LAB_0000032	0.0	2025-01-09	22:54:41	1848570232
517	518	метиламин 38%	INIT_BASE_CODE_OLIGO_LAB_0000033	0.0	2025-01-09	22:54:41	1848570232
518	519	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	0.0	2025-01-09	22:54:41	1848570232
519	520	Виалы для LCMS темные	INIT_BASE_CODE_OLIGO_LAB_0000034	0.0	2025-01-09	22:54:41	1848570232
520	521	пробирки винтовые-1.5 мл с юбкой Sontech	INIT_BASE_CODE_OLIGO_LAB_0000035	0.0	2025-01-09	22:54:41	1848570232
521	522	плоскодонные пробирки-2 мл тёмный пласт	INIT_BASE_CODE_OLIGO_LAB_0000036	0.0	2025-01-09	22:54:41	1848570232
522	523	наконечники 1000 мкл	INIT_BASE_CODE_OLIGO_LAB_0000037	0.0	2025-01-09	22:54:41	1848570232
523	524	плоскоддомные пробирки-2 мл светлый пластик	INIT_BASE_CODE_OLIGO_LAB_0000038	0.0	2025-01-09	22:54:41	1848570232
524	525	конусные пробирки-1.5 мл	INIT_BASE_CODE_OLIGO_LAB_0000039	0.0	2025-01-09	22:54:41	1848570232
525	526	крышки на плоскоддонной пробирке 2 мл	INIT_BASE_CODE_OLIGO_LAB_0000040	0.0	2025-01-09	22:54:41	1848570232
526	527	наконечники 200 мкл жёлтого цвета Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000041	0.0	2025-01-09	22:54:41	1848570232
527	528	фильтры на шприцы 2 мл	INIT_BASE_CODE_OLIGO_LAB_0000042	0.0	2025-01-09	22:54:41	1848570232
528	529	шприцы 2 мл	INIT_BASE_CODE_OLIGO_LAB_0000043	0.0	2025-01-09	22:54:41	1848570232
529	530	шприцы 2 мл	INIT_BASE_CODE_OLIGO_LAB_0000044	0.0	2025-01-09	22:54:41	1848570232
530	531	наконечники 10 мкл Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000045	0.0	2025-01-09	22:54:41	1848570232
531	532	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	0.0	2025-01-09	22:54:41	1848570232
532	533	шприцы-20 мл	INIT_BASE_CODE_OLIGO_LAB_0000047	0.0	2025-01-09	22:54:41	1848570232
533	534	шприцы-5 мл	INIT_BASE_CODE_OLIGO_LAB_0000048	0.0	2025-01-09	22:54:41	1848570232
534	535	фильтры на шприцы 5-20 мл	INIT_BASE_CODE_OLIGO_LAB_0000049	0.0	2025-01-09	22:54:41	1848570232
535	536	перчатки нитрил S	INIT_BASE_CODE_OLIGO_LAB_0000050	0.0	2025-01-09	22:54:41	1848570232
536	537	перчатки нитрил M	INIT_BASE_CODE_OLIGO_LAB_0000051	0.0	2025-01-09	22:54:41	1848570232
537	538	перчатки латекс L	INIT_BASE_CODE_OLIGO_LAB_0000052	0.0	2025-01-09	22:54:41	1848570232
538	539	перчатки нитрил XS	INIT_BASE_CODE_OLIGO_LAB_0000053	0.0	2025-01-09	22:54:41	1848570232
539	540	перчатки латекс M	INIT_BASE_CODE_OLIGO_LAB_0000054	0.0	2025-01-09	22:54:41	1848570232
540	541	перчатки латекс S	INIT_BASE_CODE_OLIGO_LAB_0000055	0.0	2025-01-09	22:54:41	1848570232
541	542	бумажные салфетки	INIT_BASE_CODE_OLIGO_LAB_0000056	0.0	2025-01-09	22:54:41	1848570232
542	543	банки с закруткой для фассовки 100 	INIT_BASE_CODE_OLIGO_LAB_0000057	0.0	2025-01-09	22:54:41	1848570232
543	544	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000058	0.0	2025-01-09	22:54:41	1848570232
544	545	пробирки 50 мл	INIT_BASE_CODE_OLIGO_LAB_0000059	0.0	2025-01-09	22:54:41	1848570232
545	546	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000060	0.0	2025-01-09	22:54:41	1848570232
546	547	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000061	0.0	2025-01-09	22:54:41	1848570232
547	548	крышки для виалы LCMS	INIT_BASE_CODE_OLIGO_LAB_0000062	0.0	2025-01-09	22:54:41	1848570232
548	549	наконечники 1000 мкл Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000063	0.0	2025-01-09	22:54:41	1848570232
549	550	штативы для виал	INIT_BASE_CODE_OLIGO_LAB_0000064	0.0	2025-01-09	22:54:41	1848570232
550	551	плоскодонные пробирки-2 мл 	INIT_BASE_CODE_OLIGO_LAB_0000065	0.0	2025-01-09	22:54:41	1848570232
551	552	титр трубка на 8 пробирок 1.2 мл	INIT_BASE_CODE_OLIGO_LAB_0000066	0.0	2025-01-09	22:54:41	1848570232
552	553	Наконечники 200 мкл	INIT_BASE_CODE_OLIGO_LAB_0000067	0.0	2025-01-09	22:54:41	1848570232
553	554	штативы для пробирок	INIT_BASE_CODE_OLIGO_LAB_0000068	0.0	2025-01-09	22:54:41	1848570232
554	555	Банки стекло 500мл	INIT_BASE_CODE_OLIGO_LAB_0000069	0.0	2025-01-09	22:54:41	1848570232
555	556	Банки стекло 100мл	INIT_BASE_CODE_OLIGO_LAB_0000070	0.0	2025-01-09	22:54:41	1848570232
556	557	Банки темное стекло 250мл	INIT_BASE_CODE_OLIGO_LAB_0000071	0.0	2025-01-09	22:54:41	1848570232
557	558	Банки светлое стекло 250мл	INIT_BASE_CODE_OLIGO_LAB_0000072	0.0	2025-01-09	22:54:41	1848570232
558	559	Шприц 10 мл	INIT_BASE_CODE_OLIGO_LAB_0000073	0.0	2025-01-09	22:54:42	1848570232
559	560	Шприц 2мл	INIT_BASE_CODE_OLIGO_LAB_0000074	0.0	2025-01-09	22:54:42	1848570232
560	561	Иглы 0.8*120mm	INIT_BASE_CODE_OLIGO_LAB_0000075	0.0	2025-01-09	22:54:42	1848570232
561	562	Баночки с крышками 5 мл стекло	INIT_BASE_CODE_OLIGO_LAB_0000076	0.0	2025-01-09	22:54:42	1848570232
562	563	Пробирки 50мл 	INIT_BASE_CODE_OLIGO_LAB_0000077	0.0	2025-01-09	22:54:42	1848570232
563	564	Носы 10ul 	INIT_BASE_CODE_OLIGO_LAB_0000078	0.0	2025-01-09	22:54:42	1848570232
564	565	Носы 200ul	INIT_BASE_CODE_OLIGO_LAB_0000079	0.0	2025-01-09	22:54:42	1848570232
565	566	Носы 10ul	INIT_BASE_CODE_OLIGO_LAB_0000080	0.0	2025-01-09	22:54:42	1848570232
566	567	Носы 10ul	INIT_BASE_CODE_OLIGO_LAB_0000081	0.0	2025-01-09	22:54:42	1848570232
567	568	Носы 20ul	INIT_BASE_CODE_OLIGO_LAB_0000082	0.0	2025-01-09	22:54:42	1848570232
568	569	Пробирки 50 мл	INIT_BASE_CODE_OLIGO_LAB_0000083	0.0	2025-01-09	22:54:42	1848570232
569	570	Наконечник к дозаторам пипеточным 5мл	INIT_BASE_CODE_OLIGO_LAB_0000084	0.0	2025-01-09	22:54:42	1848570232
570	571	Наконечник 5мл	INIT_BASE_CODE_OLIGO_LAB_0000085	0.0	2025-01-09	22:54:42	1848570232
571	572	Наконечник 1000ul	INIT_BASE_CODE_OLIGO_LAB_0000086	0.0	2025-01-09	22:54:42	1848570232
572	573	Наконечник 5мл	INIT_BASE_CODE_OLIGO_LAB_0000087	0.0	2025-01-09	22:54:42	1848570232
573	574	Наконечник 5мл	INIT_BASE_CODE_OLIGO_LAB_0000088	0.0	2025-01-09	22:54:42	1848570232
574	575	Фильтр колонны FS001-1	INIT_BASE_CODE_OLIGO_LAB_0000089	0.0	2025-01-09	22:54:42	1848570232
575	576	Банка 125мл белая Б-008 пп	INIT_BASE_CODE_OLIGO_LAB_0000090	0.0	2025-01-09	22:54:42	1848570232
576	577	Чашка петри 90мм	INIT_BASE_CODE_OLIGO_LAB_0000091	0.0	2025-01-09	22:54:42	1848570232
577	578	Флаконы пластик 200 мл	INIT_BASE_CODE_OLIGO_LAB_0000092	0.0	2025-01-09	22:54:42	1848570232
578	579	Банка темное стекло 500мл	INIT_BASE_CODE_OLIGO_LAB_0000093	0.0	2025-01-09	22:54:42	1848570232
579	580	Банка темное стекло 100мл	INIT_BASE_CODE_OLIGO_LAB_0000094	0.0	2025-01-09	22:54:42	1848570232
580	581	Банка темная 30мл	INIT_BASE_CODE_OLIGO_LAB_0000095	0.0	2025-01-09	22:54:42	1848570232
581	582	Банка темная 50мл	INIT_BASE_CODE_OLIGO_LAB_0000096	0.0	2025-01-09	22:54:42	1848570232
582	583	Slider cleaning	INIT_BASE_CODE_OLIGO_LAB_0000097	0.0	2025-01-09	22:54:42	1848570232
583	584	Dna synthesizer 5 uml	INIT_BASE_CODE_OLIGO_LAB_0000098	0.0	2025-01-09	22:54:42	1848570232
584	585	Крышки для Б006 	INIT_BASE_CODE_OLIGO_LAB_0000099	0.0	2025-01-09	22:54:42	1848570232
585	586	Пластиковые баночки 5 мл.	INIT_BASE_CODE_OLIGO_LAB_0000100	0.0	2025-01-09	22:54:42	1848570232
586	587	Банка с закруткой Б	INIT_BASE_CODE_OLIGO_LAB_0000101	0.0	2025-01-09	22:54:42	1848570232
587	588	Банка с закруткой М	INIT_BASE_CODE_OLIGO_LAB_0000102	0.0	2025-01-09	22:54:42	1848570232
