	0	1	2	3	4	5	6
193	194	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.2	2024-07-12	11:49:28	1848570232
194	195	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.2	2024-07-12	11:49:28	1848570232
195	196	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.2	2024-07-12	11:49:28	1848570232
196	197	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.2	2024-07-12	11:49:28	1848570232
197	198	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.05	2024-07-12	11:50:15	1848570232
198	199	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-07-15	11:29:41	1848570232
199	200	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.0	2024-07-15	14:11:29	1848570232
200	201	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.0	2024-07-15	14:11:29	1848570232
201	202	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.0	2024-07-15	14:11:29	1848570232
202	203	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-07-15	14:11:29	1848570232
203	204	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.15	2024-07-15	14:12:09	1848570232
204	205	Алкиновый амидит, 5'-терминальный	INIT_BASE_CODE_OLIGO_LAB_0000133	0.15	2024-07-15	14:12:09	1848570232
205	206	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.05	2024-07-15	14:12:46	1848570232
206	207	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	1.0	2024-07-16	11:37:29	1848570232
207	208	Наконечник 1000ul удлиненные в штативе	INIT_BASE_CODE_OLIGO_LAB_0000143	1.0	2024-07-16	11:55:19	1783121115
208	209	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	1.0	2024-07-16	11:57:36	1783121115
209	210	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-07-16	11:59:51	1783121115
210	211	Штатива для наконечников 10 ul	INIT_BASE_CODE_OLIGO_LAB_0000145	1.0	2024-07-16	12:00:24	1783121115
211	212	insert vial Membrane Solution 9-425 Screw top	INIT_BASE_CODE_OLIGO_LAB_0000148	1.0	2024-07-16	12:04:04	1848570232
212	213	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-07-16	12:19:51	1783121115
213	214	наконечники 1000 мкл Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000063	1.0	2024-07-16	13:41:24	1783121115
214	215	наконечники 200 мкл жёлтого цвета Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000041	1.0	2024-07-16	13:42:34	1783121115
215	216	наконечники 10 мкл Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000045	1.0	2024-07-16	13:42:56	1783121115
216	217	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-07-17	12:55:21	1783121115
217	218	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-07-17	13:04:33	1783121115
218	219	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.025	2024-07-17	14:34:41	1848570232
219	220	Виалы для LCMS темные	INIT_BASE_CODE_OLIGO_LAB_0000034	1.0	2024-07-18	09:48:32	1783121115
220	221	Фильтр колонны FS001-1	INIT_BASE_CODE_OLIGO_LAB_0000089	4.0	2024-07-18	09:57:24	1783121115
221	222	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-07-22	09:27:11	1783121115
222	223	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-07-22	09:28:59	1783121115
223	224	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.0	2024-07-23	14:53:36	1848570232
224	225	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.0	2024-07-23	14:53:36	1848570232
225	226	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.0	2024-07-23	14:53:36	1848570232
226	227	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-07-23	14:53:36	1848570232
227	228	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.15	2024-07-23	14:53:36	1848570232
228	229	PR2-005 2`-O-4`-C-Locked-G(dmf) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000125	0.15	2024-07-23	14:53:36	1848570232
229	230	PR3-009 2`-O-4`-C-Locked-5-Me-C(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000126	0.15	2024-07-23	14:53:36	1848570232
230	231	PR4-001. 2`-O-4`-C-Locked-T Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000127	0.2	2024-07-23	14:53:36	1848570232
231	232	HEX Dye Amidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000128	0.15	2024-07-23	14:53:36	1848570232
232	233	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.15	2024-07-23	14:53:36	1848570232
233	234	Алкиновый амидит, 5'-терминальный	INIT_BASE_CODE_OLIGO_LAB_0000133	0.15	2024-07-23	14:53:36	1848570232
234	235	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.048	2024-07-23	14:55:14	1848570232
235	236	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-07-23	15:04:16	1848570232
236	237	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.0	2024-07-24	10:10:51	1848570232
237	238	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.5	2024-07-24	10:10:51	1848570232
238	239	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.5	2024-07-24	10:10:51	1848570232
239	240	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-07-24	10:10:51	1848570232
240	241	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.3	2024-07-24	10:10:51	1848570232
241	242	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-07-30	13:05:06	1783121115
242	243	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-07-30	13:17:36	1783121115
243	244	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.0	2024-07-30	17:48:48	1848570232
244	245	Наконечник 1000ul удлиненные в штативе	INIT_BASE_CODE_OLIGO_LAB_0000143	2.0	2024-08-02	10:46:47	1783121115
245	246	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-08-02	10:47:26	1783121115
246	247	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	4.0	2024-08-02	12:18:29	1783121115
247	248	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.6	2024-08-02	13:06:38	1848570232
248	249	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.7	2024-08-02	13:06:38	1848570232
249	250	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.5	2024-08-02	13:06:38	1848570232
250	251	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.5	2024-08-02	13:06:38	1848570232
251	252	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-08-03	10:26:18	1848570232
252	253	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-08-05	10:13:35	1783121115
253	254	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.0	2024-08-05	15:51:29	1848570232
254	255	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.0	2024-08-05	15:51:29	1848570232
255	256	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.0	2024-08-05	15:51:29	1848570232
256	257	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-08-05	15:51:29	1848570232
257	258	HEX Dye Amidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000128	0.15	2024-08-05	15:51:29	1848570232
258	259	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.15	2024-08-05	15:51:29	1848570232
259	260	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-08-05	16:04:00	1848570232
260	261	Банки ПЭТ 50 мл темные	INIT_BASE_CODE_OLIGO_LAB_0000113	1.0	2024-08-06	09:42:13	1783121115
261	262	Крышки для ПЭТ 50 мл черные	INIT_BASE_CODE_OLIGO_LAB_0000116	1.0	2024-08-06	09:43:35	1783121115
262	263	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	10.0	2024-08-06	10:41:09	1848570232
263	264	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.0	2024-08-06	13:21:22	1848570232
264	265	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.0	2024-08-06	13:21:22	1848570232
265	266	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.0	2024-08-06	13:21:22	1848570232
266	267	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-08-06	13:21:22	1848570232
267	268	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.112	2024-08-06	13:24:16	1848570232
268	269	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.15	2024-08-06	13:24:50	1848570232
269	270	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.7	2024-08-07	10:36:44	1848570232
270	271	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.7	2024-08-07	10:36:44	1848570232
271	272	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.7	2024-08-07	10:36:44	1848570232
272	273	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.7	2024-08-07	10:36:44	1848570232
273	274	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.1	2024-08-07	10:38:24	1848570232
274	275	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.2	2024-08-08	11:57:47	1848570232
275	276	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.2	2024-08-08	11:57:47	1848570232
276	277	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.2	2024-08-08	11:57:47	1848570232
277	278	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.15	2024-08-08	11:57:47	1848570232
278	279	PR4-001. 2`-O-4`-C-Locked-T Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000127	0.15	2024-08-08	11:57:47	1848570232
279	280	HEX Dye Amidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000128	0.1	2024-08-08	11:57:47	1848570232
280	281	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.15	2024-08-08	11:57:47	1848570232
281	282	Алкиновый амидит, 5'-терминальный	INIT_BASE_CODE_OLIGO_LAB_0000133	0.1	2024-08-08	11:57:47	1848570232
282	283	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-08-08	14:22:03	1783121115
283	284	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-08-09	10:33:03	1848570232
284	285	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-08-12	09:53:00	1783121115
285	286	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	3.3	2024-08-13	09:16:32	1848570232
286	287	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.5	2024-08-13	09:17:11	1848570232
287	288	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.5	2024-08-13	09:17:11	1848570232
288	289	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.5	2024-08-13	09:17:11	1848570232
289	290	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.1	2024-08-13	09:17:11	1848570232
290	291	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.5	2024-08-14	18:37:29	1848570232
291	292	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.5	2024-08-14	18:37:29	1848570232
292	293	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.5	2024-08-14	18:37:29	1848570232
293	294	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.5	2024-08-14	18:37:29	1848570232
294	295	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.15	2024-08-14	18:37:29	1848570232
295	296	PR2-005 2`-O-4`-C-Locked-G(dmf) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000125	0.15	2024-08-14	18:37:29	1848570232
296	297	PR3-009 2`-O-4`-C-Locked-5-Me-C(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000126	0.15	2024-08-14	18:37:29	1848570232
297	298	PR4-001. 2`-O-4`-C-Locked-T Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000127	0.15	2024-08-14	18:37:29	1848570232
298	299	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.05	2024-08-14	18:37:29	1848570232
299	300	Алкин фосфорамидит (гидроксипролинол) (lumiprobe)	INIT_BASE_CODE_OLIGO_LAB_0000132	0.16	2024-08-14	18:37:29	1848570232
300	301	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000060	2.0	2024-08-15	09:35:34	1783121115
301	302	крышки для виалы LCMS	INIT_BASE_CODE_OLIGO_LAB_0000062	5.0	2024-08-15	09:46:33	1783121115
302	303	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-08-15	16:05:38	1848570232
303	304	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.5	2024-08-15	18:06:07	1848570232
304	305	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.5	2024-08-15	18:06:07	1848570232
305	306	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.5	2024-08-15	18:06:07	1848570232
306	307	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.5	2024-08-15	18:06:07	1848570232
307	308	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.15	2024-08-15	18:06:07	1848570232
308	309	PR2-005 2`-O-4`-C-Locked-G(dmf) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000125	0.15	2024-08-15	18:06:07	1848570232
309	310	PR3-009 2`-O-4`-C-Locked-5-Me-C(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000126	0.15	2024-08-15	18:06:07	1848570232
310	311	PR4-001. 2`-O-4`-C-Locked-T Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000127	0.15	2024-08-15	18:06:07	1848570232
311	312	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.1	2024-08-15	18:06:07	1848570232
312	313	Алкин фосфорамидит (гидроксипролинол) (lumiprobe)	INIT_BASE_CODE_OLIGO_LAB_0000132	0.1	2024-08-15	18:06:07	1848570232
313	314	Универсальное CPG тип II, 500A	INIT_BASE_CODE_OLIGO_LAB_0000141	0.2	2024-08-15	18:07:09	1848570232
314	315	активатор BTT	INIT_BASE_CODE_OLIGO_LAB_0000030	1.0	2024-08-16	09:25:07	1783121115
315	316	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-08-19	13:02:49	1783121115
316	317	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.8	2024-08-20	11:36:42	1848570232
317	318	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.8	2024-08-20	11:36:42	1848570232
318	319	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.8	2024-08-20	11:36:42	1848570232
319	320	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.8	2024-08-20	11:36:42	1848570232
320	321	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.15	2024-08-20	11:36:42	1848570232
321	322	PR2-005 2`-O-4`-C-Locked-G(dmf) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000125	0.15	2024-08-20	11:36:42	1848570232
322	323	PR3-009 2`-O-4`-C-Locked-5-Me-C(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000126	0.15	2024-08-20	11:36:42	1848570232
323	324	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.1	2024-08-20	11:36:42	1848570232
324	325	Алкин фосфорамидит (гидроксипролинол) (lumiprobe)	INIT_BASE_CODE_OLIGO_LAB_0000132	0.1	2024-08-20	11:36:42	1848570232
325	326	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.6	2024-08-20	11:37:19	1848570232
326	327	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.6	2024-08-20	11:37:19	1848570232
327	328	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.6	2024-08-20	11:37:19	1848570232
328	329	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.6	2024-08-20	11:37:19	1848570232
329	330	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.6	2024-08-20	11:37:27	1848570232
330	331	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.6	2024-08-20	11:37:27	1848570232
331	332	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.6	2024-08-20	11:37:27	1848570232
332	333	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.6	2024-08-20	11:37:27	1848570232
333	334	HEX Dye Amidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000128	0.1	2024-08-20	11:37:27	1848570232
334	335	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.1	2024-08-20	11:37:27	1848570232
335	336	Алкин фосфорамидит (гидроксипролинол) (lumiprobe)	INIT_BASE_CODE_OLIGO_LAB_0000132	0.1	2024-08-20	11:37:27	1848570232
336	337	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-08-20	13:53:33	1848570232
337	338	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-08-20	13:53:54	1848570232
338	339	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	1.3	2024-08-21	12:53:46	1848570232
339	340	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.9	2024-08-21	12:53:46	1848570232
340	341	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.0	2024-08-21	12:53:46	1848570232
341	342	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	1.0	2024-08-21	12:53:46	1848570232
342	343	наконечники 1000 мкл Sovtech	INIT_BASE_CODE_OLIGO_LAB_0000063	1.0	2024-08-21	14:09:53	1783121115
343	344	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-08-21	14:14:12	1783121115
344	345	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-08-23	11:09:01	1848570232
345	346	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-08-23	12:25:49	1783121115
346	347	пробирки 15 мл	INIT_BASE_CODE_OLIGO_LAB_0000058	5.0	2024-08-23	12:40:00	1783121115
347	348	Наконечники 200 мкл	INIT_BASE_CODE_OLIGO_LAB_0000067	2.0	2024-08-23	12:40:42	1783121115
348	349	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-08-27	09:29:29	1783121115
349	350	Ацетонитрил. Extra Dry	INIT_BASE_CODE_OLIGO_LAB_0000002	1.0	2024-09-02	09:31:29	1848570232
350	351	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	3.0	2024-09-02	10:26:36	1848570232
351	352	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	2.3	2024-09-03	15:08:28	1848570232
352	353	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	2.0	2024-09-03	15:08:28	1848570232
353	354	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	2.0	2024-09-03	15:08:28	1848570232
354	355	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	2.0	2024-09-03	15:08:28	1848570232
355	356	Алкиновый амидит, 5'-терминальный	INIT_BASE_CODE_OLIGO_LAB_0000133	0.3	2024-09-03	15:08:28	1848570232
356	357	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-09-04	09:57:54	1783121115
357	358	ацетон. чда	INIT_BASE_CODE_OLIGO_LAB_0000006	1.0	2024-09-04	09:58:44	1783121115
358	359	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	2.0	2024-09-04	11:15:49	1848570232
359	360	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	1.6	2024-09-04	11:15:49	1848570232
360	361	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	1.6	2024-09-04	11:15:49	1848570232
361	362	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	2.0	2024-09-04	11:15:49	1848570232
362	363	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-09-04	12:19:39	1783121115
363	364	стрип 8 пробирок по 1.2мл sovtech 	INIT_BASE_CODE_OLIGO_LAB_0000150	1.0	2024-09-04	12:19:52	1783121115
364	365	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	2.0	2024-09-04	13:06:36	1848570232
365	366	бензол хч	INIT_BASE_CODE_OLIGO_LAB_0000007	1.0	2024-09-04	13:07:36	1848570232
366	367	Ацетонитрил. ХЧ	INIT_BASE_CODE_OLIGO_LAB_0000001	1.0	2024-09-05	10:04:02	1783121115
367	368	Наконечник 1000ul удлиненные в пакете	INIT_BASE_CODE_OLIGO_LAB_0000144	1.0	2024-09-05	15:49:18	1783121115
368	369	наконечники 10 мкл omnitip	INIT_BASE_CODE_OLIGO_LAB_0000046	1.0	2024-09-05	15:50:01	1783121115
369	370	DMT-dA(Bz)-CE phosphoramidite (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000120	0.5	2024-09-05	16:19:32	1848570232
370	371	DMT-dC(Ac)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000121	0.5	2024-09-05	16:19:32	1848570232
371	372	DMT-dG(dmf)-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000122	0.5	2024-09-05	16:19:32	1848570232
372	373	DMT-dT-CE phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000123	0.5	2024-09-05	16:19:32	1848570232
373	374	PR1-002. 2`-O-4`-C-Locked-A(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000124	0.1	2024-09-05	16:19:32	1848570232
374	375	PR3-009 2`-O-4`-C-Locked-5-Me-C(Bz) Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000126	0.1	2024-09-05	16:19:32	1848570232
375	376	5’-Fluorescein Phosphoramidite  (Hongene)	INIT_BASE_CODE_OLIGO_LAB_0000129	0.1	2024-09-05	16:19:32	1848570232
